Index,Chase,Stalk,Predict,Wander,Ambush,Track
123,0.003757634,0,0.4832268,0.1710052,0,0.3420104,0
124,0.003266397,0,0.4831712,0.1711875,0,0.3423749,0
125,0.002721484,0,0.4831076,0.1713903,0,0.3427806,0
126,0.002140127,0,0.4830375,0.1716075,0,0.343215,0
127,0.001522167,0,0.4829603,0.1718392,0,0.3436784,0
128,0.0009039867,0,0.4828804,0.1720719,0,0.3441438,0
129,0.000348499,0,0.4828063,0.1722818,0,0.3445635,0
130,-0.0002887565,0,0.4827185,0.1725234,0,0.3450468,0
131,-0.0008642891,0,0.4826367,0.1727425,0,0.3454851,0
132,-0.001475045,0,0.4825473,0.1729759,0,0.3459518,0
133,-0.002103247,0,0.4824525,0.1732169,0,0.3464338,0
134,-0.002757655,0,0.4823506,0.173469,0,0.346938,0
135,-0.003389088,0,0.4822493,0.1737133,0,0.3474265,0
136,-0.004015456,0,0.4821459,0.1739565,0,0.3479131,0
137,-0.004655541,0,0.4820372,0.1742061,0,0.3484123,0
138,-0.005299978,0,0.4819245,0.1744585,0,0.348917,0
139,-0.005965245,0,0.4818049,0.1747201,0,0.3494402,0
140,-0.006629839,0,0.4816821,0.1749826,0,0.3499652,0
141,-0.007288849,0,0.481557,0.175244,0,0.3504879,0
142,-0.008011599,0,0.4814157,0.175532,0,0.3510639,0
143,-0.008796661,0,0.4812578,0.1758463,0,0.3516926,0
144,-0.009402843,0,0.4811325,0.1760901,0,0.3521802,0
145,-0.01067042,0,0.4808609,0.1766032,0,0.3532063,0
146,-0.01133132,0,0.4807143,0.1768723,0,0.3537447,0
147,-0.01206236,0,0.4805479,0.1771715,0,0.354343,0
148,-0.01271927,0,0.4803946,0.1774415,0,0.3548831,0
149,-0.01345926,0,0.4802178,0.1777472,0,0.3554944,0
150,-0.01415079,0,0.4800484,0.1780341,0,0.3560683,0
151,-0.01483181,0,0.4798777,0.1783181,0,0.3566361,0
152,-0.01550564,0,0.4797049,0.1786002,0,0.3572005,0
153,-0.01622514,0,0.4795162,0.178903,0,0.357806,0
154,-0.01693827,0,0.4793249,0.1792045,0,0.358409,0
155,-0.01765469,0,0.4791282,0.1795088,0,0.3590177,0
156,-0.01835092,0,0.4789329,0.179806,0,0.359612,0
157,-0.01918531,0,0.4786932,0.180164,0,0.3603281,0
158,-0.0205133,0,0.4782991,0.1807381,0,0.3614761,0
159,-0.02196599,0,0.4778501,0.181372,0,0.362744,0
160,-0.02341536,0,0.4773831,0.1820108,0,0.3640215,0
161,-0.02416995,0,0.4771325,0.1823458,0,0.3646916,0
162,-0.02490669,0,0.4768827,0.1826747,0,0.3653494,0
163,-0.0255915,0,0.476646,0.1829818,0,0.3659637,0
164,-0.02632538,0,0.4763875,0.1833126,0,0.3666253,0
165,-0.0270565,0,0.476125,0.1836439,0,0.3672877,0
166,-0.02776387,0,0.4758661,0.1839659,0,0.3679318,0
167,-0.02853466,0,0.4755787,0.1843187,0,0.3686373,0
168,-0.02922402,0,0.4753169,0.1846357,0,0.3692715,0
169,-0.02998928,0,0.4750207,0.1849895,0,0.369979,0
170,-0.03071331,0,0.4747354,0.185326,0,0.3706519,0
171,-0.03146183,0,0.4744351,0.1856756,0,0.3713512,0
172,-0.03215819,0,0.4741507,0.1860025,0,0.372005,0
173,-0.03289967,0,0.4738427,0.1863523,0,0.3727047,0
174,-0.03364899,0,0.4735258,0.1867077,0,0.3734154,0
175,-0.03440516,0,0.4732004,0.1870683,0,0.3741365,0
176,-0.03514859,0,0.4728749,0.1874246,0,0.3748492,0
177,-0.03588708,0,0.472546,0.1877804,0,0.3755608,0
178,-0.03664437,0,0.4722029,0.1881472,0,0.3762943,0
179,-0.03739173,0,0.4718586,0.1885111,0,0.3770221,0
180,-0.03815897,0,0.4714991,0.1888866,0,0.3777732,0
181,-0.03887735,0,0.471157,0.1892401,0,0.3784802,0
182,-0.03964722,0,0.4707845,0.1896209,0,0.3792419,0
183,-0.04042478,0,0.4704019,0.1900076,0,0.3800153,0
184,-0.0411345,0,0.4700471,0.1903625,0,0.3807249,0
185,-0.04188608,0,0.4696656,0.1907402,0,0.3814804,0
186,-0.04264775,0,0.4692728,0.191125,0,0.38225,0
187,-0.04341098,0,0.4688729,0.1915127,0,0.3830253,0
188,-0.04414303,0,0.4684836,0.1918865,0,0.3837729,0
189,-0.04492908,0,0.468059,0.19229,0,0.3845801,0
190,-0.04567654,0,0.467649,0.1926758,0,0.3853517,0
191,-0.04643157,0,0.4672287,0.1930676,0,0.3861353,0
192,-0.04718127,0,0.4668051,0.1934587,0,0.3869174,0
193,-0.04795712,0,0.4663602,0.1938656,0,0.3877313,0
194,-0.04871274,0,0.4659205,0.1942641,0,0.3885282,0
195,-0.04944977,0,0.4654855,0.1946548,0,0.3893096,0
196,-0.05024885,0,0.4650069,0.1950807,0,0.3901613,0
197,-0.05098607,0,0.4645589,0.1954757,0,0.3909514,0
198,-0.05173805,0,0.4640957,0.1958808,0,0.3917615,0
199,-0.05250342,0,0.4636176,0.1962953,0,0.3925905,0
200,-0.05326159,0,0.4631374,0.1967081,0,0.3934161,0
201,-0.05405919,0,0.4626251,0.1971447,0,0.3942893,0
202,-0.05479233,0,0.4621478,0.1975482,0,0.3950964,0
203,-0.05556357,0,0.4616389,0.1979749,0,0.3959498,0
204,-0.05631061,0,0.4611394,0.1983904,0,0.3967809,0
205,-0.05707084,0,0.4606243,0.1988155,0,0.3976311,0
206,-0.05784381,0,0.4600936,0.1992501,0,0.3985001,0
207,-0.05860822,0,0.4595619,0.1996821,0,0.3993642,0
208,-0.05936532,0,0.4590285,0.2001123,0,0.4002245,0
209,-0.06012442,0,0.4584868,0.2005458,0,0.4010917,0
210,-0.06089624,0,0.457929,0.2009891,0,0.4019781,0
211,-0.06168729,0,0.45735,0.2014458,0,0.4028915,0
212,-0.06243435,0,0.4567963,0.2018794,0,0.4037588,0
213,-0.06322521,0,0.4562027,0.2023408,0,0.4046817,0
214,-0.06397628,0,0.455632,0.2027815,0,0.4055629,0
215,-0.06472654,0,0.4550551,0.2032238,0,0.4064477,0
216,-0.06550058,0,0.4544526,0.2036826,0,0.4073653,0
217,-0.06627851,0,0.4538399,0.2041462,0,0.4082924,0
218,-0.06705207,0,0.4532232,0.2046096,0,0.4092193,0
219,-0.0678416,0,0.4525862,0.2050851,0,0.4101703,0
220,-0.06858549,0,0.4519791,0.2055355,0,0.411071,0
221,-0.06937286,0,0.451329,0.2060146,0,0.4120293,0
222,-0.07011469,0,0.4507094,0.2064684,0,0.4129368,0
223,-0.07092686,0,0.4500233,0.2069679,0,0.4139357,0
224,-0.0716669,0,0.449391,0.2074253,0,0.4148506,0
225,-0.07244615,0,0.4487178,0.2079095,0,0.4158189,0
226,-0.07322211,0,0.4480399,0.2083941,0,0.4167882,0
227,-0.07397009,0,0.4473794,0.2088636,0,0.4177272,0
228,-0.07477777,0,0.4466581,0.2093732,0,0.4187464,0
229,-0.07554322,0,0.4459671,0.2098587,0,0.4197174,0
230,-0.07630295,0,0.4452739,0.210343,0,0.420686,0
231,-0.07708602,0,0.4445519,0.2108447,0,0.4216895,0
232,-0.07786307,0,0.4438276,0.2113451,0,0.4226903,0
233,-0.07864233,0,0.4430937,0.2118495,0,0.4236991,0
234,-0.07942779,0,0.4423462,0.2123605,0,0.4247211,0
235,-0.08078544,0,0.4410356,0.21325,0,0.4264999,0
236,-0.08177719,0,0.4400634,0.2139046,0,0.4278092,0
237,-0.0833134,0,0.4385328,0.2149269,0,0.4298537,0
238,-0.08451905,0,0.4373104,0.2157362,0,0.4314724,0
Index,Chase,Stalk,Predict,Wander,Ambush,Track
0,0.02642836,0,0.4841171,0.1631515,0,0.326303,0
1,0.02650905,0,0.4841149,0.1631253,0,0.3262507,0
2,0.02672321,0,0.484109,0.1630559,0,0.3261119,0
3,0.02761975,0,0.4840812,0.1627663,0,0.3255327,0
4,0.02775465,0,0.4840767,0.1627229,0,0.3254458,0
5,0.02783454,0,0.484074,0.1626972,0,0.3253944,0
6,0.02792087,0,0.484071,0.1626694,0,0.3253388,0
7,0.02797335,0,0.4840691,0.1626525,0,0.325305,0
8,0.02799868,0,0.4840682,0.1626444,0,0.3252887,0
9,0.02796848,0,0.4840693,0.1626541,0,0.3253082,0
10,0.001588437,0,0.4829687,0.1718143,0,0.3436286,0
11,-0.006219021,0,0.4817584,0.1748202,0,0.3496404,0
12,-0.02617431,0,0.4764411,0.1832444,0,0.3664888,0
13,-0.02648149,0,0.4763318,0.1833832,0,0.3667665,0
14,-0.02660725,0,0.4762869,0.1834401,0,0.3668803,0
15,-0.02673434,0,0.4762413,0.1834977,0,0.3669954,0
16,-0.02687732,0,0.4761897,0.1835625,0,0.3671251,0
17,-0.02703504,0,0.4761327,0.1836341,0,0.3672682,0
18,-0.02720387,0,0.4760714,0.1837108,0,0.3674217,0
19,-0.02738713,0,0.4760046,0.1837942,0,0.3675884,0
20,-0.027584,0,0.4759324,0.1838839,0,0.3677678,0
21,-0.02779887,0,0.4758532,0.1839819,0,0.3679638,0
22,-0.02804449,0,0.4757621,0.1840941,0,0.3681882,0
23,-0.02827077,0,0.4756778,0.1841977,0,0.3683954,0
24,-0.02855781,0,0.47557,0.1843293,0,0.3686585,0
25,-0.02821082,0,0.4757001,0.1841702,0,0.3683405,0
26,-0.02850441,0,0.4755901,0.1843048,0,0.3686095,0
27,-0.02884246,0,0.4754623,0.18446,0,0.3689201,0
28,-0.02916524,0,0.4753393,0.1846086,0,0.3692173,0
29,-0.02950808,0,0.4752076,0.1847668,0,0.3695337,0
30,-0.02987616,0,0.4750649,0.1849371,0,0.3698742,0
31,-0.03023733,0,0.4749236,0.1851046,0,0.3702092,0
32,-0.03065309,0,0.4747593,0.1852979,0,0.3705958,0
33,-0.03103645,0,0.4746064,0.1854767,0,0.3709534,0
34,-0.03144265,0,0.4744428,0.1856666,0,0.3713332,0
35,-0.03187754,0,0.4742659,0.1858706,0,0.3717411,0
36,-0.02618749,0,0.4764364,0.1832504,0,0.3665007,0
37,-0.01350273,0,0.4802073,0.1777652,0,0.3555303,0
38,-0.007034904,0,0.4816056,0.1751431,0,0.3502862,0
39,-0.0003901789,0,0.4827043,0.172562,0,0.345124,0
40,0.01470895,0,0.4840487,0.1670808,0,0.3341615,0
41,0.02231483,0,0.4841821,0.164501,0,0.329002,0
42,0.0304403,0,0.4839665,0.1618644,0,0.3237288,0
43,0.04908065,0,0.4822456,0.1562246,0,0.3124492,0
44,0.05869078,0,0.4807784,0.1535103,0,0.3070206,0
45,0.06899452,0,0.4788279,0.1507259,0,0.3014518,0
46,0.07992376,0,0.4763794,0.147899,0,0.2957979,0
47,0.1061835,0,0.469156,0.1415535,0,0.283107,0
48,0.1223643,0,0.4639285,0.1379024,0,0.2758048,0
49,0.1403472,0,0.4575583,0.1340315,0,0.268063,0
50,0.1780971,0,0.4281703,0.1219029,0,0.2438058,0
51,0.1903267,0,0.3905802,0.1096733,0,0.2193465,0
52,0.2022766,0,0.3526942,0.09772336,0,0.1954467,0
53,0.2139373,0,0.3146238,0.08606273,0,0.1721255,0
54,0.2172429,0,0.3036333,0.08275706,0,0.1655141,0
55,0.217353,0,0.3032659,0.08264697,0,0.1652939,0
56,0.2150027,0,0.3110909,0.0849973,0,0.1699946,0
57,0.2144557,0,0.3129058,0.08554429,0,0.1710886,0
58,0.2137272,0,0.3153191,0.08627278,0,0.1725456,0
59,0.2127523,0,0.3185422,0.08724773,0,0.1744955,0
60,0.2116069,0,0.3223189,0.08839309,0,0.1767862,0
61,0.2102079,0,0.3269179,0.08979213,0,0.1795843,0
62,0.208559,0,0.3323182,0.09144104,0,0.1828821,0
63,0.2065068,0,0.339009,0.09349322,0,0.1869864,0
64,0.2108902,0,0.324677,0.08910978,0,0.1782196,0
65,0.2202771,0,0.2934688,0.07972294,0,0.1594459,0
66,0.2219043,0,0.2879869,0.07809567,0,0.1561913,0
67,0.2227439,0,0.2851505,0.07725614,0,0.1545123,0
68,0.2243946,0,0.2795569,0.07560539,0,0.1512108,0
69,0.2220524,0,0.287487,0.07794756,0,0.1558951,0
70,0.2189787,0,0.2978274,0.08102131,0,0.1620426,0
71,0.2123198,0,0.3199697,0.08768022,0,0.1753604,0
72,0.2065019,0,0.3390248,0.09349811,0,0.1869962,0
73,0.1996884,0,0.3609968,0.1003116,0,0.2006233,0
74,0.1919865,0,0.3853863,0.1080135,0,0.216027,0
75,0.1759904,0,0.4345249,0.1240096,0,0.2480192,0
76,0.1606731,0,0.4497667,0.1298534,0,0.2597068,0
77,0.1430903,0,0.4565409,0.1334563,0,0.2669125,0
78,0.1262065,0,0.4626136,0.13706,0,0.27412,0
79,0.09700415,0,0.4718747,0.1437071,0,0.2874141,0
80,0.08279127,0,0.4756779,0.1471769,0,0.2943539,0
81,0.08157879,0,0.4759774,0.1474813,0,0.2949626,0
82,0.08054768,0,0.4762287,0.1477412,0,0.2954824,0
83,0.07952785,0,0.4764744,0.1479993,0,0.2959985,0
84,0.07845203,0,0.4767302,0.1482726,0,0.2965452,0
85,0.07732204,0,0.4769953,0.1485609,0,0.2971218,0
86,0.07622675,0,0.4772485,0.1488416,0,0.2976831,0
87,0.07514193,0,0.4774958,0.1491208,0,0.2982415,0
88,0.07400553,0,0.477751,0.1494145,0,0.298829,0
89,0.07285341,0,0.4780056,0.1497137,0,0.2994273,0
90,0.07164038,0,0.4782692,0.1500301,0,0.3000603,0
91,0.07049327,0,0.4785142,0.1503309,0,0.3006617,0
92,0.06924156,0,0.4787767,0.1506606,0,0.3013212,0
93,0.06794757,0,0.4790426,0.1510033,0,0.3020066,0
94,0.06660098,0,0.4793135,0.1513618,0,0.3027237,0
95,0.06470241,0,0.479685,0.1518708,0,0.3037417,0
96,0.06983064,0,0.4786538,0.1505052,0,0.3010104,0
97,0.07542698,0,0.4774311,0.1490473,0,0.2980946,0
98,0.08854865,0,0.4742007,0.1457502,0,0.2915004,0
99,0.09446751,0,0.4725912,0.1443138,0,0.2886275,0
100,0.1007363,0,0.4707926,0.1428237,0,0.2856475,0
101,0.1148659,0,0.4664157,0.1395728,0,0.2791456,0
102,0.1216337,0,0.4641755,0.1380636,0,0.2761272,0
103,0.1287249,0,0.4617376,0.1365125,0,0.273025,0
104,0.135977,0,0.4591554,0.1349559,0,0.2699118,0
105,0.1516952,0,0.4532784,0.1316755,0,0.263351,0
106,0.1595182,0,0.4502243,0.1300859,0,0.2601717,0
107,0.1669898,0,0.4472349,0.1285917,0,0.2571835,0
108,0.173925,0,0.4407204,0.126075,0,0.2521501,0
109,0.1827288,0,0.4140746,0.1172712,0,0.2345424,0
110,0.1867658,0,0.4016488,0.1132342,0,0.2264683,0
111,0.1904246,0,0.3902744,0.1095754,0,0.2191508,0
112,0.1978746,0,0.3667832,0.1021254,0,0.2042508,0
113,0.2010164,0,0.3567433,0.09898359,0,0.1979672,0
114,0.186777,0,0.4016142,0.113223,0,0.2264459,0
115,0.1789499,0,0.4255878,0.1210501,0,0.2421001,0
116,0.1692224,0,0.4463287,0.1281496,0,0.2562992,0
117,0.1387765,0,0.4581357,0.1343626,0,0.2687252,0
118,0.1251982,0,0.4629612,0.1372802,0,0.2745604,0
119,0.1122188,0,0.4672677,0.1401712,0,0.2803424,0
120,0.1000006,0,0.4710085,0.142997,0,0.285994,0
121,0.07684985,0,0.4771049,0.1486818,0,0.2973635,0
122,0.05646094,0,0.4811506,0.1541295,0,0.308259,0
123,0.04675468,0,0.4825452,0.1569001,0,0.3138001,0
124,0.04691049,0,0.4825258,0.1568546,0,0.3137092,0
125,0.04705616,0,0.4825076,0.1568121,0,0.3136241,0
126,0.03766494,0,0.4834904,0.1596149,0,0.3192298,0
127,0.03783726,0,0.483476,0.1595623,0,0.3191245,0
128,0.0289112,0,0.4840338,0.1623517,0,0.3247033,0
129,0.02906707,0,0.4840275,0.1623018,0,0.3246036,0
130,0.02925025,0,0.48402,0.1622433,0,0.3244866,0
131,0.02071053,0,0.484182,0.1650358,0,0.3300717,0
132,0.02090236,0,0.4841827,0.1649716,0,0.3299433,0
133,0.01273395,0,0.4839574,0.1677696,0,0.3355391,0
134,0.01290367,0,0.4839662,0.16771,0,0.33542,0
135,0.005133181,0,0.4833735,0.1704978,0,0.3409956,0
136,0.005267705,0,0.4833872,0.1704484,0,0.3408968,0
137,0.005458406,0,0.4834063,0.1703784,0,0.3407569,0
138,-0.002006003,0,0.4824674,0.1731796,0,0.3463591,0
139,-0.001892674,0,0.4824846,0.173136,0,0.3462721,0
140,-0.00905348,0,0.481205,0.1759495,0,0.351899,0
141,-0.008920837,0,0.4812323,0.1758962,0,0.3517923,0
142,-0.008780701,0,0.481261,0.1758399,0,0.3516798,0
143,-0.01566859,0,0.4796626,0.1786687,0,0.3573373,0
144,-0.01554829,0,0.4796939,0.1786181,0,0.3572363,0
145,-0.02217362,0,0.4777844,0.1814631,0,0.3629262,0
146,-0.02204135,0,0.4778263,0.181405,0,0.36281,0
147,-0.02844447,0,0.4756126,0.1842773,0,0.3685546,0
148,-0.02833096,0,0.4756552,0.1842253,0,0.3684505,0
149,-0.02821068,0,0.4757002,0.1841702,0,0.3683403,0
150,-0.03438779,0,0.4732079,0.18706,0,0.3741199,0
151,-0.03425528,0,0.4732653,0.1869966,0,0.3739933,0
152,-0.04027566,0,0.4704758,0.1899333,0,0.3798666,0
153,-0.04016987,0,0.470528,0.1898806,0,0.3797612,0
154,-0.04005512,0,0.4705846,0.1898235,0,0.379647,0
155,-0.04584031,0,0.4675584,0.1927606,0,0.3855213,0
156,-0.04575584,0,0.4676051,0.1927169,0,0.3854338,0
157,-0.05142709,0,0.464288,0.195713,0,0.391426,0
158,-0.05132825,0,0.464349,0.1956598,0,0.3913195,0
159,-0.05681252,0,0.4608,0.1986708,0,0.3973416,0
160,-0.05673371,0,0.4608535,0.1986267,0,0.3972535,0
161,-0.05664971,0,0.4609104,0.1985798,0,0.3971595,0
162,-0.06202857,0,0.4570979,0.2016436,0,0.4032872,0
163,-0.06192495,0,0.4571746,0.2015835,0,0.4031669,0
164,-0.0671877,0,0.4531143,0.2046911,0,0.4093822,0
165,-0.06710265,0,0.4531826,0.20464,0,0.40928,0
166,-0.07222553,0,0.4489091,0.2077721,0,0.4155442,0
167,-0.07215379,0,0.4489713,0.2077275,0,0.415455,0
168,-0.07207481,0,0.4490396,0.2076784,0,0.4153568,0
169,-0.07711639,0,0.4445236,0.2108642,0,0.4217285,0
170,-0.0770513,0,0.444584,0.2108224,0,0.4216449,0
171,-0.08200744,0,0.4398359,0.2140572,0,0.4281144,0
172,-0.08192128,0,0.4399211,0.2140001,0,0.4280001,0
173,-0.08186218,0,0.4399795,0.2139609,0,0.4279218,0
174,-0.08674303,0,0.4350071,0.2172453,0,0.4344907,0
175,-0.08666471,0,0.4350893,0.2171918,0,0.4343837,0
176,-0.0869808,0,0.4346247,0.217452,0,0.434904,0
177,-0.08698008,0,0.4346295,0.2174502,0,0.4349004,0
178,-0.08697943,0,0.4346338,0.2174486,0,0.4348971,0
179,-0.08705644,0,0.4341332,0.2176411,0,0.4352822,0
180,-0.08705526,0,0.4341408,0.2176381,0,0.4352763,0
181,-0.08718587,0,0.4332918,0.2179647,0,0.4359294,0
182,-0.08718403,0,0.4333038,0.2179601,0,0.4359202,0
183,-0.08736706,0,0.4321141,0.2184176,0,0.4368353,0
184,-0.08736481,0,0.4321288,0.218412,0,0.436824,0
185,-0.08736309,0,0.4321399,0.2184077,0,0.4368154,0
186,-0.08759958,0,0.4306027,0.218999,0,0.4379979,0
187,-0.08759668,0,0.4306216,0.2189917,0,0.4379834,0
188,-0.08788615,0,0.42874,0.2197154,0,0.4394307,0
189,-0.08788338,0,0.4287581,0.2197084,0,0.4394169,0
190,-0.08788039,0,0.4287775,0.219701,0,0.4394019,0
191,-0.08822207,0,0.4265566,0.2205552,0,0.4411103,0
192,-0.08821893,0,0.426577,0.2205473,0,0.4410946,0
